,symboling,doornumber,wheelbase,carlength,carwidth,carheight,cylindernumber,enginesize,boreratio,stroke,compressionratio,horsepower,citympg,highwaympg,normalized_peakrpm,normalized_curbweight,label_fueltype,label_aspiration,fwd,rwd,4wd,dohc,dohcv,l,ohc,ohcv,rotor,1bbl,2bbl,4bbl,idi,mpfi,spdi,spfi,alfa,audi,bmw,buick,chevrolet,dodge,honda,isuzu,jaguar,maxda,mazda,mercury,mitsubishi,nissan,peugeot,plymouth,porsche,renault,saab,subaru,toyota,volkswagen,volvo
188,2,4,97.3,171.7,65.5,55.7,4,109,3.19,3.4,10.0,100,26,32,0.785931514369987,0.4908307478176135,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
189,3,2,94.5,159.3,64.2,55.6,4,109,3.19,3.4,8.5,90,24,29,0.785931514369987,0.5791767223536998,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
190,3,2,94.5,165.7,64.0,51.4,4,109,3.19,3.4,8.5,90,24,29,0.785931514369987,0.6425553562600226,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
191,0,4,100.4,180.2,66.9,55.1,5,136,3.19,3.4,8.5,110,19,24,0.785931514369987,0.20249309582428102,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
192,0,4,100.4,180.2,66.9,55.1,4,97,3.01,3.4,23.0,68,33,38,1.3105676456280257,0.04500679339038808,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
193,0,4,100.4,183.1,66.9,55.1,4,109,3.19,3.4,9.0,88,25,31,0.785931514369987,0.014277758769140676,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
194,-2,4,104.3,188.8,67.2,56.2,4,141,3.78,3.15,9.5,114,23,28,0.5762815983701857,0.6845548264450997,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,-1,4,104.3,188.8,67.2,57.5,4,141,3.78,3.15,9.5,114,23,28,0.5762815983701857,0.9188637154321111,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,-2,4,104.3,188.8,67.2,56.2,4,141,3.78,3.15,9.5,114,24,28,0.5762815983701857,0.7287278137131428,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,-1,4,104.3,188.8,67.2,57.5,4,141,3.78,3.15,9.5,114,24,28,0.5762815983701857,0.9342282327427348,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,-2,4,104.3,188.8,67.2,56.2,4,130,3.62,3.15,7.5,162,17,22,0.05266814962921814,0.9399899267342187,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,-1,4,104.3,188.8,67.2,57.5,4,130,3.62,3.15,7.5,162,17,22,0.05266814962921814,1.1550931690829505,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,-1,4,109.1,188.8,68.9,55.5,4,141,3.78,3.15,9.5,114,23,28,0.5762815983701857,0.7613774129982182,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,-1,4,109.1,188.8,68.8,55.5,4,141,3.78,3.15,8.7,160,19,25,0.3666316823703844,0.9476721853895306,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202,-1,4,109.1,188.8,68.9,55.5,6,173,3.58,2.87,8.8,134,18,23,0.785931514369987,0.876611292827896,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,-1,4,109.1,188.8,68.9,55.5,6,145,3.01,3.4,23.0,106,26,27,0.681617897628622,1.2703270489126282,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,-1,4,109.1,188.8,68.9,55.5,4,141,3.78,3.15,9.5,114,19,25,0.5762815983701857,0.972639526019294,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
